0.000000;1000.000625;10.000375;10.000375;10.000375;10.000375;10.000375;100.037468;11.000416;11.000416;20.000075;10.000374;8.000075;9.000062;9.000037;30.000000;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan
0.058000;1000.024002;10.000256;10.000256;10.000256;10.000256;10.000256;100.479718;11.000230;11.000230;66.512816;11.440015;8.001032;9.595344;9.992240;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.059000;1000.073504;10.000324;10.000324;10.000324;10.000324;10.000324;100.515520;11.000292;11.000292;73.628469;11.822517;8.001104;9.624031;10.040052;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.060000;1000.150006;10.000400;10.000400;10.000400;10.000400;10.000400;100.554896;11.000360;11.000360;81.250373;12.250019;8.000000;9.653393;10.088989;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.061000;1000.253509;10.000484;10.000484;10.000484;10.000484;10.000484;100.616769;11.000436;11.000436;89.378526;12.722521;8.112510;9.683430;10.139050;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.062000;1000.384011;10.000576;10.000576;10.000576;10.000576;10.000576;100.681902;11.000518;11.000518;98.012929;13.240023;8.450019;9.714142;10.190236;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.063000;1000.454140;10.000676;10.000676;10.000676;10.000676;10.000676;100.713919;11.000608;11.000608;102.215125;13.496900;8.684500;9.728713;10.214522;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.064000;1000.443760;10.000784;10.000784;10.000784;10.000784;10.000784;100.711241;11.000706;11.000706;101.608000;13.459600;8.648000;9.726624;10.211040;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.065000;1000.433500;10.000900;10.000900;10.000900;10.000900;10.000900;100.709024;11.000810;11.000810;101.003125;13.422500;8.612500;9.724538;10.207563;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.066000;1000.423360;10.001024;10.001024;10.001024;10.001024;10.001024;100.706953;11.000922;11.000922;100.400500;13.385600;8.578000;9.722454;10.204090;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.067000;1000.413340;10.001156;10.001156;10.001156;10.001156;10.001156;100.704928;11.001040;11.001040;99.800125;13.348900;8.544500;9.720374;10.200623;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.068000;1000.403440;10.001296;10.001296;10.001296;10.001296;10.001296;100.702914;11.001166;11.001166;99.202000;13.312400;8.512000;9.718296;10.197160;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.069000;1000.393660;10.001444;10.001444;10.001444;10.001444;10.001444;100.700903;11.001300;11.001300;98.606125;13.276100;8.480500;9.716222;10.193703;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.070000;1000.384000;10.001600;10.001600;10.001600;10.001600;10.001600;100.698895;11.001440;11.001440;98.012500;13.240000;8.450000;9.714150;10.190250;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.071000;1000.374460;10.001764;10.001764;10.001764;10.001764;10.001764;100.696890;11.001588;11.001588;97.421125;13.204100;8.420500;9.712082;10.186803;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.072000;1000.365040;10.001936;10.001936;10.001936;10.001936;10.001936;100.694888;11.001742;11.001742;96.832000;13.168400;8.392000;9.710016;10.183360;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.073000;1000.355740;10.002116;10.002116;10.002116;10.002116;10.002116;100.692889;11.001904;11.001904;96.245125;13.132900;8.364500;9.707954;10.179923;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.074000;1000.346560;10.002304;10.002304;10.002304;10.002304;10.002304;100.690893;11.002074;11.002074;95.660500;13.097600;8.338000;9.705894;10.176490;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.075000;1000.337500;10.002500;10.002500;10.002500;10.002500;10.002500;100.688899;11.002250;11.002250;95.078125;13.062500;8.312500;9.703838;10.173063;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.076000;1000.328560;10.002704;10.002704;10.002704;10.002704;10.002704;100.686909;11.002434;11.002434;94.498000;13.027600;8.288000;9.701784;10.169640;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.077000;1000.319740;10.002916;10.002916;10.002916;10.002916;10.002916;100.684921;11.002624;11.002624;93.920125;12.992900;8.264500;9.699734;10.166222;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.078000;1000.311040;10.003136;10.003136;10.003136;10.003136;10.003136;100.682936;11.002822;11.002822;93.344500;12.958400;8.242000;9.697686;10.162810;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.079000;1000.302460;10.003364;10.003364;10.003364;10.003364;10.003364;100.680954;11.003028;11.003028;92.771125;12.924100;8.220500;9.695642;10.159403;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.080000;1000.294000;10.003600;10.003600;10.003600;10.003600;10.003600;100.678975;11.003240;11.003240;92.200000;12.890000;8.200000;9.693600;10.156000;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.081000;1000.285660;10.003844;10.003844;10.003844;10.003844;10.003844;100.676999;11.003460;11.003460;91.631125;12.856100;8.180500;9.691562;10.152603;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.082000;1000.277440;10.004096;10.004096;10.004096;10.004096;10.004096;100.675025;11.003686;11.003686;91.064500;12.822400;8.162000;9.689526;10.149210;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.083000;1000.269340;10.004356;10.004356;10.004356;10.004356;10.004356;100.673055;11.003920;11.003920;90.500125;12.788900;8.144500;9.687493;10.145822;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.084000;1000.261360;10.004624;10.004624;10.004624;10.004624;10.004624;100.671087;11.004162;11.004162;89.938000;12.755600;8.128000;9.685464;10.142440;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.085000;1000.253500;10.004900;10.004900;10.004900;10.004900;10.004900;100.669122;11.004410;11.004410;89.378125;12.722500;8.112500;9.683438;10.139063;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
0.086000;1000.245760;10.005184;10.005184;10.005184;10.005184;10.005184;100.667160;11.004666;11.004666;88.820500;12.689600;8.098000;9.681414;10.135690;30.000000;1000.002955;10.810000;11.000000;10.360000;10.010000;10.010000;100.177484;11.001970;11.001970;20.000354;10.001772;8.000354;9.000296;9.000177;30.000000
