6.482639;46.045521;5.104342;11.198535;95.505470;29.922951;67.648018;5.306854;75.656593;32.005249;38.121395;128.739365;52.428734;3.744053;25.231560;0.777527;107.101723;36.920170;12.619371;65.278458;104.715057;8.902036;36.392521;78.157379;27.266073;105.523224;33.755222;97.877380;6.544971;0.000002;76.375671;55.658352;34.930157;32.092079;44.302944;23.832947;30.394775;12.186515;157.252289;20.085888;6.333870;18.230373;8.550530;65.505302;22.430000;1.920955;30.259302;75.233368;7.135017;36.451321;21.540260;32.154522;5.031133;88.931580;16.763435;10.088767;6.063773;21.185612;19.235395;74.111641;48.484299;23.379396;101.851738;27.960142;157.504074;49.895199;87.112137;9.292000;25.229296;28.892023;0.000001;81.269035;22.818457;16.810749;2.187486;94.853065;6.598989;8.516930;118.028061;42.247269;8.489061;10.137100;55.394623;26.711830;130.166199;94.241600;53.595467;9.016691;16.207113;14.068455;11.257509;9.241391;32.670582;27.062998;20.586664;59.277020;115.816902;31.955952;40.985569;65.066605;76.247139;42.038952;64.857536;15.451542;33.988888;61.290844;9.878684;4.849099;132.801834;0.000000;120.253464;59.598816;41.094677;-56.482018;-8.954292;-56.087791;-148.041672;-62.430935;-2.251904;-10.635978;-80.892853;-33.280174;-31.167807;-66.341370;-73.787643;-62.518673;-83.597664;-183.960709;-132.944809;-101.323204;-4.928589;-11.965716;-50.459476;-183.855835;-181.000000;-16.171186;-99.727280;-116.414383;-63.194225;-84.674721;-19.235958;-56.694233;-68.192314;-208.999985;-14.363276;-15.339862;-121.353287;-76.058311;-175.578247;-68.957451;-20.172516;-32.992451;-126.862534;-68.985031;-202.801605;-63.322048;-8.504644;-76.266502;-100.252373;-112.728546;-54.000000;-65.584572;-150.730682;-33.604401;-48.899166;-71.079765;-170.663300;-94.139252;-15.840309;-102.699890;-76.933754;-64.619049;-23.328442;-1.334645;-241.000015
6.516963;46.042362;5.101708;11.196096;95.500664;30.368423;67.638107;5.305462;75.653839;32.003372;38.119137;128.735275;52.325726;3.992728;25.225170;0.758863;107.097572;36.918346;12.613997;65.275421;104.711288;8.901065;36.389938;78.153732;27.426987;105.519920;33.747410;97.873436;6.542197;0.000000;76.369705;55.656487;34.928638;32.091209;44.377430;23.829275;30.393301;12.181271;157.244049;20.082668;6.332948;18.229021;8.548801;65.499947;22.428595;1.920258;30.257782;75.228745;7.133809;36.448235;21.535572;32.153004;5.029262;88.927711;16.759842;9.687762;6.172541;21.183222;19.231810;74.166428;48.479412;23.375572;101.632446;27.957680;157.500381;49.893082;87.107048;9.290823;25.047127;28.888824;0.000000;81.261833;22.813515;16.808306;2.181877;94.849953;6.630101;8.516064;118.023651;42.244850;8.372520;10.136390;55.392666;26.710791;130.161194;94.239494;53.437126;9.226893;16.198952;14.064850;11.252877;9.240623;32.749504;27.061657;20.584551;59.274895;115.809326;31.948896;40.984783;65.061356;76.098587;42.035950;64.854317;15.449427;33.986214;61.287128;9.877097;4.848526;132.797333;0.000000;120.250473;59.596203;41.091400;-56.489296;-9.124096;-56.089867;-147.992767;-62.432674;-2.252157;-10.637080;-80.896645;-33.284538;-31.168825;-66.273254;-73.606339;-62.480396;-83.607292;-183.948654;-132.950668;-101.328537;-4.930260;-11.994402;-50.464985;-183.862244;-180.999985;-16.316952;-99.650696;-116.222595;-63.195808;-84.686630;-19.241362;-56.708729;-68.194321;-209.000015;-14.363607;-15.340820;-121.359512;-76.061890;-175.476440;-68.893845;-20.177576;-32.994614;-126.865158;-68.987152;-202.817459;-63.323757;-8.505812;-76.280319;-100.256233;-112.732689;-54.000004;-65.476990;-150.742401;-33.605320;-48.902111;-71.086983;-170.671524;-94.145950;-15.841463;-102.711037;-76.938965;-64.626724;-23.335939;-1.335098;-241.000015
6.324442;46.041187;5.100523;11.194924;95.499947;29.988689;67.642899;5.304530;75.652649;32.002281;38.117981;128.734283;52.333828;3.924403;25.225491;0.279174;107.096611;36.917282;12.613589;65.274231;104.710205;8.900335;36.388744;78.152634;27.213093;105.518761;33.749142;97.872391;6.541005;0.000000;76.369690;55.655411;34.927654;32.090534;44.189602;23.828180;30.392345;12.180795;157.246307;20.081499;6.332244;18.228111;8.547761;65.499535;22.427662;1.919688;30.256802;75.227951;7.132961;36.447056;21.534811;32.152027;5.028183;88.926651;16.758730;9.878572;6.095459;21.182049;19.230701;74.139915;48.478741;23.374512;101.758514;27.956509;157.499298;49.891949;87.106483;9.289989;25.215313;28.887653;0.000000;81.262894;22.812872;16.807127;2.181619;94.848755;6.782846;8.515391;118.022774;42.243671;8.540231;10.135811;55.391575;26.710024;130.160583;94.238358;53.470833;9.169427;16.201120;14.063739;11.252097;9.240010;32.689938;27.060757;20.583414;59.273762;115.810776;31.949816;40.984154;65.060890;76.003761;42.034775;64.853157;15.448296;33.985027;61.286045;9.876100;4.848038;132.796478;0.000001;120.249283;59.595013;41.090240;-56.488132;-8.959594;-56.090981;-148.289597;-62.433716;-2.252390;-10.637877;-80.897697;-33.285423;-31.169592;-66.197594;-73.815773;-62.623112;-83.602989;-184.025162;-132.950745;-101.328972;-4.931280;-11.904962;-50.465302;-183.861877;-181.000015;-16.313353;-99.774666;-116.431587;-63.196808;-84.677574;-19.241747;-56.691841;-68.195435;-209.000015;-14.363912;-15.341544;-121.359322;-76.062988;-175.517044;-69.074257;-20.178154;-32.995766;-126.866333;-68.988297;-202.795090;-63.324783;-8.506636;-76.265785;-100.257278;-112.733650;-53.999992;-65.541397;-150.733841;-33.606022;-48.903297;-71.085876;-170.669220;-94.145363;-15.842294;-102.703758;-76.939453;-64.625122;-23.334543;-1.335495;-240.999985
6.288799;46.063560;5.119660;11.212814;95.531799;29.989502;67.700302;5.315417;75.672554;32.016556;38.134750;128.762161;52.381237;3.900353;25.265699;0.107459;107.124748;36.931068;12.648549;65.295891;104.736191;8.908129;36.407600;78.177841;27.250736;105.541962;33.796513;97.899551;6.560985;0.000000;76.407715;55.669491;34.939445;32.097572;44.053703;23.853611;30.403763;12.215033;157.295792;20.104275;6.339695;18.238688;8.560967;65.534409;22.438616;1.925423;30.268589;75.258842;7.142488;36.469025;21.566063;32.163803;5.042363;88.953354;16.783712;9.934704;5.965498;21.199661;19.255627;74.156235;48.511078;23.400816;101.701202;27.974535;157.524918;49.907753;87.139931;9.299295;24.960455;28.910250;0.000002;81.307228;22.845488;16.825077;2.217796;94.870979;6.529474;8.522414;118.052490;42.261471;8.326078;10.141641;55.406292;26.718332;130.193481;94.254166;53.526474;8.992740;16.250216;14.088790;11.282990;9.246296;32.724075;27.071209;20.599207;59.289646;115.856987;31.993441;40.990643;65.095139;76.255104;42.056141;64.875885;15.464059;34.004406;61.311699;9.888317;4.852825;132.826645;0.000002;120.270584;59.614033;41.113361;-56.443390;-9.125948;-56.075546;-147.942413;-62.420479;-2.250226;-10.629107;-80.871513;-33.255970;-31.161407;-66.155724;-73.767586;-62.460136;-83.546974;-183.924149;-132.913330;-101.294327;-4.918485;-12.012850;-50.429653;-183.821487;-181.000000;-16.185728;-99.834206;-116.426003;-63.184605;-84.611099;-19.206711;-56.614346;-68.180344;-209.000015;-14.361080;-15.333821;-121.319908;-76.038116;-175.486282;-68.987747;-20.144968;-32.979580;-126.847191;-68.972359;-202.712311;-63.311729;-8.497387;-76.191093;-100.230667;-112.705498;-53.999992;-65.521339;-150.668304;-33.598591;-48.882229;-71.041389;-170.619904;-94.103546;-15.833093;-102.640640;-76.905434;-64.578377;-23.288710;-1.331727;-241.000000
6.469992;46.029274;5.090251;11.185292;95.483353;30.158970;67.613663;5.298565;75.641991;31.994534;38.108925;128.719635;52.233288;3.788837;25.204779;0.000002;107.081818;36.909794;12.595444;65.262695;104.696503;8.896031;36.378628;78.139305;27.037382;105.506432;33.724945;97.858101;6.530312;0.000000;76.350060;55.647762;34.921211;32.086636;44.465057;23.814724;30.386099;12.162992;157.221100;20.069384;6.328122;18.222305;8.540565;65.481430;22.421659;1.916500;30.250360;75.211807;7.127720;36.435352;21.518476;32.145592;5.020477;88.912598;16.745504;9.940739;6.104515;21.172560;19.217505;74.042061;48.461884;23.360624;101.825050;27.946796;157.485733;49.883400;87.089088;9.284873;25.177862;28.875624;0.000000;81.240189;22.795879;16.797468;2.162875;94.836952;6.537029;8.511499;118.007210;42.234093;8.481422;10.132574;55.383587;26.705444;130.143448;94.229813;53.576828;9.216562;16.176058;14.050484;11.235938;9.236520;32.869015;27.055017;20.574875;59.265163;115.787148;31.927452;40.980545;65.043076;76.009201;42.023369;64.841064;15.439769;33.974636;61.272480;9.869430;4.845369;132.780731;0.000001;120.237930;59.584805;41.077950;-56.511086;-9.024502;-56.099358;-148.282745;-62.440933;-2.253614;-10.642711;-80.911522;-33.300869;-31.174107;-66.306404;-73.695053;-62.441174;-83.631546;-184.052795;-132.970108;-101.346962;-4.938266;-11.750709;-50.483791;-183.882721;-181.000015;-16.314020;-99.623840;-116.306351;-63.203468;-84.711754;-19.259945;-56.732822;-68.203621;-209.000015;-14.365496;-15.345826;-121.379654;-76.076195;-175.430771;-69.033104;-20.195444;-33.004517;-126.876617;-68.996925;-202.840057;-63.331909;-8.511735;-76.304932;-100.271347;-112.748482;-53.999996;-65.550262;-150.767502;-33.610138;-48.914558;-71.108696;-170.694504;-94.166855;-15.847363;-102.736053;-76.957169;-64.649055;-23.357994;-1.337594;-240.999969
6.434966;46.036083;5.096148;11.190834;95.492584;30.076078;67.627060;5.302027;75.648102;31.999016;38.114151;128.727890;52.394787;3.833264;25.215837;0.000000;107.090134;36.914127;12.605399;65.269295;104.704262;8.898538;36.384445;78.146851;27.220572;105.513466;33.737240;97.866165;6.536448;0.000001;76.360687;55.652191;34.924957;32.088902;44.368866;23.822350;30.389725;12.172789;157.233658;20.076300;6.330522;18.225679;8.544730;65.491371;22.425146;1.918356;30.254095;75.220810;7.130768;36.442039;21.527575;32.149323;5.024941;88.920540;16.753008;9.821953;6.035383;21.178022;19.224993;74.194519;48.471237;23.368477;101.803581;27.952383;157.493408;49.888336;87.098694;9.287845;25.253199;28.882492;0.000003;81.251991;22.805290;16.803030;2.173099;94.843704;6.573957;8.513767;118.015930;42.239616;8.466810;10.134460;55.388203;26.708109;130.152939;94.234734;53.564838;9.286041;16.188608;14.058006;11.244942;9.238549;32.737625;27.058348;20.579805;59.270119;115.799271;31.939140;40.982647;65.052879;76.256416;42.029888;64.847961;15.444694;33.980602;61.280167;9.873295;4.846926;132.789536;0.000002;120.244423;59.590675;41.084957;-56.499195;-9.026896;-56.094517;-148.052948;-62.436752;-2.252901;-10.639899;-80.903717;-33.292217;-31.171482;-66.217369;-73.716743;-62.486248;-83.618233;-183.915497;-132.959625;-101.337082;-4.934219;-11.882462;-50.473686;-183.871628;-181.000015;-16.091633;-99.861450;-116.248306;-63.199608;-84.698296;-19.249971;-56.721024;-68.198883;-209.000015;-14.364569;-15.343336;-121.368736;-76.068710;-175.489029;-68.906845;-20.185888;-32.999462;-126.870720;-68.991936;-202.830124;-63.327789;-8.508771;-76.292458;-100.263397;-112.740150;-54.000008;-65.604149;-150.754028;-33.607746;-48.908115;-71.096848;-170.681885;-94.155487;-15.844417;-102.722481;-76.947411;-64.636833;-23.345943;-1.336375;-240.999969
6.469730;46.027439;5.088805;11.183973;95.480072;29.991486;67.603683;5.297902;75.640465;31.993582;38.107727;128.717010;52.322598;3.880292;25.199818;0.731028;107.079163;36.908878;12.591602;65.260948;104.694168;8.895593;36.377209;78.137085;27.288647;105.504486;33.718166;97.855598;6.528759;0.000000;76.345604;55.646828;34.920479;32.086250;44.121796;23.812473;30.385386;12.159283;157.213745;20.067495;6.327709;18.221666;8.539707;65.477600;22.420992;1.916194;30.249632;75.208702;7.127159;36.433563;21.515306;32.144848;5.019534;88.910164;16.743317;9.971149;6.174766;21.171278;19.215326;73.995453;48.458530;23.358248;101.770233;27.945473;157.483429;49.882298;87.085526;9.284328;25.332161;28.873756;0.000000;81.234222;22.792469;16.796150;2.158783;94.835121;6.703587;8.511119;118.004295;42.232788;8.404390;10.132266;55.382584;26.704969;130.139984;94.228714;53.716320;9.222488;16.168793;14.048287;11.232832;9.236186;32.689102;27.054388;20.573776;59.264046;115.780693;31.921671;40.980202;65.039368;76.086266;42.021652;64.839180;15.438671;33.973164;61.270206;9.868654;4.845124;132.777740;0.000000;120.236221;59.583363;41.076008;-56.517151;-9.001463;-56.100410;-148.180847;-62.441799;-2.253715;-10.643212;-80.913895;-33.303734;-31.174574;-66.150452;-73.815804;-62.643768;-83.641045;-184.100098;-132.974472;-101.350761;-4.939084;-11.792300;-50.487789;-183.887756;-181.000031;-16.218206;-99.656479;-116.110634;-63.204239;-84.725502;-19.263805;-56.752499;-68.204651;-208.999985;-14.365634;-15.346246;-121.384445;-76.078369;-175.526566;-69.069504;-20.198959;-33.005661;-126.878098;-68.998032;-202.863373;-63.332748;-8.512268;-76.322922;-100.273750;-112.751137;-54.000004;-65.370102;-150.780838;-33.610554;-48.916233;-71.114693;-170.701843;-94.172211;-15.847895;-102.748291;-76.960838;-64.655655;-23.364365;-1.337782;-240.999985
6.463149;46.045113;5.103954;11.198162;95.505089;30.267300;67.648834;5.306599;75.656204;32.004932;38.121040;128.738968;52.374260;3.870633;25.231367;0.000000;107.101311;36.919857;12.619043;65.278053;104.714638;8.901839;36.392143;78.156952;27.185043;105.522797;33.755337;97.876961;6.544572;0.000000;76.375412;55.658031;34.929882;32.091900;44.335529;23.832529;30.394501;12.186167;157.252548;20.085484;6.333689;18.230124;8.550226;65.504982;22.429743;1.920809;30.259024;75.232979;7.134788;36.450920;21.539879;32.154251;5.030814;88.931183;16.763018;9.914701;6.131449;21.185246;19.234980;74.330368;48.483929;23.378975;101.844826;27.959768;157.503662;49.894852;87.111794;9.291771;25.195116;28.891607;0.000001;81.268997;22.818089;16.810381;2.187180;94.852661;6.482335;8.516752;118.027679;42.246902;8.284429;10.136948;55.394299;26.711624;130.165817;94.241272;53.555965;9.264741;16.207327;14.068038;11.257116;9.241234;32.787704;27.062744;20.586317;59.276672;115.816940;31.955887;40.985413;65.066261;76.327484;42.038548;64.857132;15.451198;33.988499;61.290413;9.878396;4.848976;132.801453;0.000000;120.253059;59.598434;41.094269;-56.482044;-8.989962;-56.088142;-148.313354;-62.431248;-2.251962;-10.636193;-80.893265;-33.280571;-31.168009;-66.318947;-73.666626;-62.582253;-83.596970;-183.824478;-132.945084;-101.323555;-4.928889;-11.834182;-50.459793;-183.856033;-181.000000;-16.109661;-99.724777;-116.214676;-63.194508;-84.672897;-19.236300;-56.690712;-68.192650;-209.000000;-14.363351;-15.340053;-121.353516;-76.058731;-175.267883;-68.906097;-20.172884;-32.992805;-126.862915;-68.985374;-202.797058;-63.322346;-8.504868;-76.263481;-100.252785;-112.728966;-54.000000;-65.486969;-150.729004;-33.604588;-48.899567;-71.079796;-170.663071;-94.139389;-15.840531;-102.698486;-76.934105;-64.618973;-23.328402;-1.334749;-241.000031
6.585869;46.028278;5.089554;11.184699;95.481110;30.292889;67.605385;5.298405;75.641228;31.994200;38.108418;128.717957;52.363110;3.782851;25.201019;0.000000;107.080124;36.909481;12.592686;65.261765;104.695076;8.895976;36.377953;78.137985;27.177685;105.505333;33.719547;97.856537;6.529533;0.000000;76.346748;55.647434;34.921021;32.086601;44.321865;23.813375;30.385914;12.160358;157.215134;20.068336;6.328076;18.222162;8.540291;65.478683;22.421495;1.916490;30.250153;75.209717;7.127613;36.434387;21.516331;32.145386;5.020145;88.911079;16.744205;9.930759;6.076256;21.171989;19.216211;74.173569;48.459568;23.359163;101.822693;27.946196;157.484360;49.882961;87.086578;9.284768;25.213913;28.874594;0.000000;81.235519;22.793514;16.796865;2.159900;94.835953;6.587558;8.511467;118.005280;42.233505;8.522509;10.132563;55.383205;26.705374;130.141037;94.229385;53.332592;9.330060;16.170221;14.049175;11.233839;9.236505;32.660431;27.054874;20.574436;59.264717;115.782043;31.922951;40.980530;65.040451;75.938492;42.022465;64.840027;15.439333;33.973919;61.271103;9.869205;4.845375;132.778748;0.000002;120.237038;59.584122;41.076855;-56.515831;-8.962344;-56.099766;-147.998703;-62.441212;-2.253592;-10.642789;-80.912971;-33.302753;-31.174177;-66.305794;-73.667358;-62.740452;-83.639374;-183.950333;-132.973312;-101.349670;-4.938518;-11.716475;-50.486679;-183.886490;-181.000015;-16.300613;-99.717522;-116.345230;-63.203693;-84.723351;-19.262714;-56.749527;-68.204010;-209.000015;-14.365479;-15.345871;-121.383247;-76.077477;-175.408279;-68.873932;-20.197895;-33.004978;-126.877312;-68.997375;-202.859833;-63.332180;-8.511833;-76.320168;-100.272835;-112.750175;-54.000004;-65.479477;-150.778717;-33.610184;-48.915432;-71.113396;-170.700424;-94.170967;-15.847456;-102.746330;-76.959763;-64.654297;-23.363026;-1.337582;-241.000015
6.369062;46.055058;5.112357;11.205977;95.519798;30.063023;67.678658;5.311225;75.664963;32.011074;38.128338;128.751617;52.330334;3.724779;25.250612;0.000000;107.114090;36.925777;12.635406;65.287651;104.726341;8.905116;36.400406;78.168282;27.232489;105.533142;33.778755;97.889275;6.553370;0.000000;76.393425;55.664093;34.934910;32.094849;44.166435;23.843967;30.399368;12.202150;157.277252;20.095623;6.336813;18.234615;8.555894;65.521301;22.434391;1.923201;30.264055;75.247185;7.138815;36.460667;21.554274;32.159275;5.036922;88.943230;16.774239;9.953675;6.193232;21.192932;19.246170;74.125618;48.498894;23.390856;101.643127;27.967648;157.515198;49.901711;87.127335;9.295703;25.324566;28.901661;0.000000;81.290596;22.833199;16.818220;2.204203;94.862518;6.606236;8.519697;118.041267;42.254669;8.513695;10.139383;55.400642;26.715126;130.181091;94.248116;53.314789;9.224289;16.231810;14.079294;11.271335;9.243860;32.624603;27.067177;20.593159;59.283562;115.839676;31.977093;40.988129;65.082237;76.097450;42.048008;64.867233;15.458020;33.997017;61.301979;9.883619;4.850967;132.815262;0.000000;120.262489;59.606781;41.104584;-56.460155;-8.882367;-56.081459;-148.133759;-62.425560;-2.251071;-10.632494;-80.881439;-33.267097;-31.164566;-66.335068;-73.856827;-62.594379;-83.568047;-183.908875;-132.927383;-101.307343;-4.923399;-11.960975;-50.443047;-183.836639;-181.000031;-16.317387;-99.593628;-116.088882;-63.189278;-84.636543;-19.219891;-56.645130;-68.186119;-209.000000;-14.362179;-15.336801;-121.334694;-76.047546;-175.423859;-69.239265;-20.157459;-32.985779;-126.854500;-68.978455;-202.746170;-63.316723;-8.500957;-76.220436;-100.240738;-112.716148;-54.000008;-65.546356;-150.693329;-33.601467;-48.890255;-71.058044;-170.638412;-94.119209;-15.836640;-102.664619;-76.918236;-64.595894;-23.305885;-1.333190;-241.000000
