0.100000;0.041674;1000.000724;10.007813;10.000278;10.005932;10.000002;10.003378;100.043564;11.000483;11.000483;20.000086;10.000434;8.000086;9.000072;9.000043;30.000000
0.100000;0.041207;1000.000708;10.005439;10.010000;10.009544;10.003939;10.008219;100.042596;11.000472;11.000472;20.000085;10.000424;8.000085;9.000071;9.000042;30.000000
0.100000;0.041582;1000.000721;10.034366;10.005163;10.000399;10.007743;10.010000;100.043372;11.000480;11.000480;20.000086;10.000432;8.000086;9.000072;9.000043;30.000000
0.100000;0.045695;1000.000870;10.004359;10.001010;10.005797;10.000168;10.006331;100.052357;11.000580;11.000580;20.000104;10.000522;8.000104;9.000087;9.000052;30.000000
0.100000;0.045992;1000.000882;10.009594;10.006791;10.005468;10.005033;10.010972;100.053037;11.000588;11.000588;20.000105;10.000529;8.000105;9.000088;9.000053;30.000000
0.100000;0.042888;1000.000767;10.009763;10.010000;10.000000;10.001020;10.022904;100.046134;11.000511;11.000511;20.000092;10.000460;8.000092;9.000077;9.000046;30.000000
0.100000;0.041477;1000.000717;10.013914;10.000298;10.000397;10.000329;10.003046;100.043154;11.000478;11.000478;20.000086;10.000430;8.000086;9.000072;9.000043;30.000000
0.100000;0.040449;1000.000682;10.002598;10.000000;10.000107;10.003501;10.000061;100.041047;11.000455;11.000455;20.000081;10.000409;8.000081;9.000068;9.000041;30.000000
0.100000;0.046550;1000.000903;10.012056;10.006198;10.000062;10.000029;10.012068;100.054331;11.000602;11.000602;20.000108;10.000541;8.000108;9.000090;9.000054;30.000000
0.100000;0.044537;1000.000827;10.004721;10.010000;10.010741;10.013007;10.024433;100.049741;11.000551;11.000551;20.000099;10.000496;8.000099;9.000083;9.000050;30.000000
0.100000;0.048317;1000.000973;10.014346;10.062878;10.009856;10.002162;10.000340;100.058524;11.000649;11.000649;20.000116;10.000583;8.000116;9.000097;9.000058;30.000000
0.100000;0.035596;1000.000528;10.010000;10.005438;10.001207;10.006924;10.001986;100.031808;11.000352;11.000352;20.000063;10.000317;8.000063;9.000053;9.000032;30.000000
0.100000;0.037008;1000.000571;10.010000;10.002814;10.010000;10.015792;10.004209;100.034373;11.000381;11.000381;20.000068;10.000342;8.000068;9.000057;9.000034;30.000000
0.100000;0.045973;1000.000881;10.010146;10.019373;10.009098;10.004340;10.000137;100.052995;11.000587;11.000587;20.000105;10.000528;8.000105;9.000088;9.000053;30.000000
0.100000;0.040186;1000.000673;10.000271;10.004420;10.010000;10.010000;10.066827;100.040516;11.000449;11.000449;20.000080;10.000403;8.000080;9.000067;9.000040;30.000000
0.100000;0.039453;1000.000649;10.000051;10.010000;10.000227;10.004478;10.015871;100.039055;11.000432;11.000432;20.000077;10.000389;8.000078;9.000065;9.000039;30.000000
0.100000;0.037729;1000.000593;10.006710;10.000345;10.009381;10.001755;10.002296;100.035723;11.000395;11.000395;20.000071;10.000356;8.000071;9.000059;9.000036;30.000000
0.100000;0.044853;1000.000839;10.010323;10.001312;10.003667;10.005117;10.000601;100.050449;11.000559;11.000559;20.000100;10.000503;8.000100;9.000084;9.000050;30.000000
0.100000;0.045856;1000.000877;10.013361;10.007898;10.010000;10.016096;10.048996;100.052725;11.000584;11.000584;20.000105;10.000525;8.000105;9.000088;9.000053;30.000000
0.100000;0.041989;1000.000735;10.000041;10.000237;10.023530;10.000087;10.004132;100.044225;11.000490;11.000490;20.000088;10.000441;8.000088;9.000073;9.000044;30.000000
0.100000;0.039586;1000.000653;10.002371;10.010000;10.000000;10.018214;10.001784;100.039318;11.000435;11.000435;20.000078;10.000392;8.000078;9.000065;9.000039;30.000000
0.100000;0.048762;1000.000991;10.005392;10.005839;10.002387;10.002787;10.031290;100.059606;11.000661;11.000661;20.000118;10.000594;8.000119;9.000099;9.000059;30.000000
0.100000;0.040392;1000.000680;10.010000;10.034849;10.002181;10.002156;10.010000;100.040930;11.000453;11.000453;20.000081;10.000408;8.000081;9.000068;9.000041;30.000000
0.100000;0.044098;1000.000811;10.021357;10.031342;10.002669;10.007714;10.000002;100.048768;11.000540;11.000540;20.000097;10.000486;8.000097;9.000081;9.000049;30.000000
0.100000;0.041936;1000.000733;10.010000;10.000001;10.015323;10.018883;10.008522;100.044113;11.000489;11.000489;20.000088;10.000439;8.000088;9.000073;9.000044;30.000000
0.100000;0.042728;1000.000761;10.001932;10.000039;10.002485;10.006086;10.001032;100.045792;11.000507;11.000507;20.000091;10.000456;8.000091;9.000076;9.000046;30.000000
0.100000;0.041853;1000.000730;10.008499;10.001443;10.010780;10.000012;10.008266;100.043939;11.000487;11.000487;20.000087;10.000438;8.000087;9.000073;9.000044;30.000000
0.100000;0.038273;1000.000611;10.001061;10.007168;10.005738;10.011693;10.001648;100.036758;11.000407;11.000407;20.000073;10.000366;8.000073;9.000061;9.000037;30.000000
0.100000;0.039975;1000.000666;10.004723;10.010000;10.005779;10.024689;10.010000;100.040092;11.000444;11.000444;20.000080;10.000399;8.000080;9.000067;9.000040;30.000000
0.100000;0.044823;1000.000838;10.008661;10.001917;10.005795;10.005167;10.004154;100.050382;11.000558;11.000558;20.000100;10.000502;8.000100;9.000084;9.000050;30.000000
0.100000;0.046120;1000.000887;10.001727;10.006023;10.092893;10.001660;10.000423;100.053334;11.000591;11.000591;20.000106;10.000531;8.000106;9.000089;9.000053;30.000000
0.100000;0.049326;1000.001014;10.022917;10.000005;10.004655;10.061547;10.016677;100.060991;11.000676;11.000676;20.000121;10.000608;8.000121;9.000101;9.000061;30.000000
